Group,Category,Menu Item,Gross,Void Qty,Void Amt,Refund Qty,Refund Amt,Option Amt,Discount,PriceLevelAdj,Approx. Tax,Net Qty,Net Sales
,,Chicken Tikka Meal,1008.99,0,0,0,0,0,-3,0,101.6,101,1005.99
,,Spaghetti and Meatballs,809.1,0,0,0,0,0,-0.9,-90,81.63,90,808.2
,,Teriyaki Beef Meal,1358.64,0,0,0,0,0,0,0,137.22,136,1358.64
,,Teriyaki Chicken Meal,1278.72,0,0,0,0,0,0,0,129.15,128,1278.72
,,Teriyaki Salmon Meal,917.32,0,0,0,0,0,0,0,92.65,68,917.32
,,Vegan Chana Masala,373.56,0,0,0,0,0,0,0,37.73,44,373.56
,Packaged Meals (Non-Weighed),---,6795.28,0,0,0,0,0,-4.9,-90,---,672,6790.38
,Sandwich & Wrap (Non-Weighed),Egg Salad Sandwich ,416.01,0,0,0,0,0,0,0,42.02,49,416.01
,,Falafel Wrap,161.82,0,0,0,0,0,0,0,16.34,18,161.82
,,Pastrami Sandwich,382.05,0,0,0,0,0,-0.85,0,38.5,45,381.2
,,Smoked Salmon Bagel,791.28,0,0,0,0,0,0,180,79.92,72,791.28
,Sandwich & Wrap (Non-Weighed),---,1751.16,0,0,0,0,0,-0.85,180,---,184,1750.31
Grocery Store Deli,---,---,37543.13,0,0,0,0,0.75,-56.9,-13717.7,---,5949,37486.23
Household,Apparel,UW Crewneck ,1151.68,0,0,0,0,0,0,0,118.05,32,1151.68
,,UW Hooded Sweatshirt,135,0,0,0,0,0,0,0,13.84,3,135
,,UW Long Sleeve Shirt,416,0,0,0,0,0,0,0,42.64,16,416
,,UW Stadium Scarf,75,0,0,0,0,0,0,0,7.69,3,75
,,UW T-Shirt,304,0,0,0,0,0,-0.25,0,31.13,19,303.75
,Apparel,---,2081.68,0,0,0,0,0,-0.25,0,---,73,2081.43
,Cleaning Supply,7Gen Kitchen Bags Tall,230.55,0,0,0,0,0,-0.25,0,23.61,29,230.3
,,7Gen Multi Surface Cleaner Thyme 26oz,11.98,0,0,0,0,0,0,0,1.23,2,11.98
,,7Gen Non-Chlor Bleach 64oz,20.97,0,0,0,0,0,0,0,2.15,3,20.97
,,7Gen Paper Towels,55.86,0,0,0,0,0,0,0,5.73,14,55.86
,,B Yet Paper Towel 2 CT,176.41,0,0,0,0,0,-0.55,0,18.03,59,175.86
,,B Yet Paper Towel 3CT,241.56,0,0,0,0,0,-0.75,0,24.68,44,240.81
,,B Yet Trash Twist Tie 30 Gal 10CT,155.39,0,0,0,0,0,0,0,15.93,41,155.39
,,Bio Degradable Bags 3 Gal 25CT,34.95,0,0,0,0,0,0,0,3.58,5,34.95
,,Bounce Outdoor Fresh 15CT,69.93,0,0,0,0,0,0,0,7.17,37,69.93
,,Clorox Beach Concentrate Liq 43oz,44.95,0,0,0,0,0,0,0,4.61,5,44.95
,,Clorox Cleanup with Bleach Spray 32oz,9.99,0,0,0,0,0,0,0,1.02,1,9.99
,,Clorox Toilet Bowl Cleaner 24oz,47.92,0,0,0,0,0,0,0,4.91,8,47.92
,,Clorox Wipes Fresh,215.64,0,0,0,0,0,0,0,22.1,36,215.64
,,Clorox Wipes Lemon,206.33,0,0,0,0,0,0,0,21.15,47,206.33
,,Downy Liquid 19oz April Fresh,84.64,0,0,0,0,0,0,0,8.68,16,84.64
,,EarthForce Orange Plus Spray 22oz,49.9,0,0,0,0,0,0,0,5.11,10,49.9
,,Febreeze 16.9oz,18.87,0,0,0,0,0,0,0,1.93,3,18.87
,,Field Day Paper Towels,236.88,0,0,0,0,0,-1.16,0,24.16,72,235.72
,,Gain Lndry Detergent Fresh Liq 25oz,293.25,0,0,0,0,0,-0.25,0,30.03,51,293
,,Gain Lndry Detergent Orig Liq 10oz,52.92,0,0,0,0,0,-0.19,0,5.4,28,52.73
,,Glad 30 Gal Drawstring 10CT,119.51,0,0,0,0,0,-0.63,0,12.19,19,118.88
,,Ivory Liquid Dish Soap 24oz,327.98,0,0,0,0,0,-0.53,0,33.56,62,327.45
,,Lysol Crisp Linen Spray 12.5oz,116.91,0,0,0,0,0,0,0,11.98,9,116.91
,,Microban Sanitizing Spray 15oz,17.3,0,0,0,0,0,0,0,1.77,2,17.3
,,Mr Clean Magic Eraser 2CT,29.15,0,0,0,0,0,-0.27,0,2.96,11,28.88
,,Mrs Meyers AutoDish Soap Lemon,87.92,0,0,0,0,0,0,0,9.01,8,87.92
,,Natural Value Paper Towels ,85.54,0,0,0,0,0,-0.25,0,8.74,26,85.29
,,Resolve Carpet Cleaner 22oz,9.29,0,0,0,0,0,0,0,0.95,1,9.29
,,SOS Scrub Pads 4CT,1.99,0,0,0,0,0,0,0,0.2,1,1.99
,,Scotch Brite Scour Pad ,24.51,0,0,0,0,0,-0.13,0,2.5,19,24.38
,,Scotch Brite Sponge Heavy Duty,101.49,0,0,0,0,0,0,0,10.4,51,101.49
,,Scotchbrite Sponge w/Scour Pad ,129.89,0,0,0,0,0,0,0,13.31,31,129.89
,,Scrubbing Bubbles Fresh 20oz,53.94,0,0,0,0,0,0,0,5.53,6,53.94
,,Swifter Duster Kit ,36.45,0,0,0,0,0,0,0,3.74,5,36.45
,,Swifter Duster Refill 10CT,64.95,0,0,0,0,0,0,0,6.66,5,64.95
,,Tide 2X Concentrate 50oz,458.7,0,0,0,0,0,-0.25,0,46.99,30,458.45
,,Tide To Go Pen,238.68,0,0,0,0,0,0,0,24.46,52,238.68
,Cleaning Supply,---,4163.09,0,0,0,0,0,-5.21,0,---,849,4157.88
,Electronic,Duracell 9V 1CT,39.95,0,0,0,0,0,0,0,4.09,5,39.95
,,Duracell AA Coppertop 4Pk,225,0,0,0,0,0,0,0,23.06,30,225
,,Duracell AAA 4CT,157.5,0,0,0,0,0,0,0,16.14,21,157.5
,,Duracell D 2CT,17.98,0,0,0,0,0,0,0,1.84,2,17.98
,,I54 Fast Dual Wall Charger ,147.51,0,0,0,0,0,0,0,15.12,9,147.51
,,I54 Lightning to USB Cable 3ft,114.73,0,0,0,0,0,0,0,11.76,7,114.73
,Electronic,---,702.67,0,0,0,0,0,0,0,---,74,702.67
,Household Other,$3.95 Greeting Card,0,0,0,0,0,0,0,0,9.31,0,0
,,$4.50 Greeting Card,0,0,0,0,0,0,0,0,0.46,0,0
,,DM Insulated Hercules Tote,79.92,0,0,0,0,0,-1.25,0,8.06,8,78.67
,,DM Reusable Grocery Bag,0,0,0,0,0,0,0,0,0,0,0
,,Duct Tape Gray 60Yd,19.98,0,0,0,0,0,-1,0,1.95,2,18.98
,,Floral Bouquet $16.50,214.5,0,0,0,0,0,-1.65,0,21.82,13,212.85
,,Floral Bouquet $7.99,0,0,0,0,0,0,0,0,0,0,0
,,Greeting Card,95.35,0,0,0,0,95.35,0,0,0,24,95.35
,,InterDesign Pebblz Square Bath Mat Clear,17.99,0,0,0,0,0,0,0,1.84,1,17.99
,,Knotted Hairtie Set,31.96,0,0,0,0,0,0,0,3.28,4,31.96
,,Masking Tape 60yd,33.67,0,0,0,0,0,0,0,3.45,13,33.67
,,Select Combination Lock,45.5,0,0,0,0,0,0,0,4.66,14,45.5
,,Select Umbrella Small,99.8,0,0,0,0,0,0,0,10.23,20,99.8
,,Sewing Kit,13.5,0,0,0,0,0,0,0,1.38,6,13.5
,,UW DM Bio Liiv Produce Bag,5,0,0,0,0,0,0,0,0.51,1,5
,,UW Farm Flowers Large,105,0,0,0,0,0,-0.25,0,10.74,7,104.75
,,UW Farm Flowers Small,54,0,0,0,0,0,-0.25,0,5.51,6,53.75
,,UW Fleece Blanket ,750,0,0,0,0,0,0,0,76.88,10,750
,,UW Fleece Roll-Up Picnic Blanket ,80,0,0,0,0,0,0,0,8.2,2,80
,,UW Umbrella,16,0,0,0,0,0,0,0,1.64,1,16
,Household Other,---,1662.17,0,0,0,0,95.35,-4.4,0,---,132,1657.77
,Kitchen Merchandise,Can Opener,47.53,0,0,0,0,0,0,0,4.87,7,47.53
,,EPN KitS CuttingB Nat 8X6,47.97,0,0,0,0,0,0,0,4.92,3,47.97
,,EPN KitS CuttingB Slate 8X6,31.98,0,0,0,0,0,0,0,3.28,2,31.98
,,Flatware Bouillon Spoon Individual,67.5,0,0,0,0,0,0,0,6.92,90,67.5
,,Flatware Fork Individual,31.5,0,0,0,0,0,-0.08,0,3.22,42,31.42
,,Flatware Knife Inidividual,16.5,0,0,0,0,0,0,0,1.69,22,16.5
,,Flatware Teaspoon Individual,23.25,0,0,0,0,0,0,0,2.38,31,23.25
,,Iced Tea Glass 15oz,2.95,0,0,0,0,0,0,0,0.3,1,2.95
,,KRS 3PC Colori Knife Set ,159.96,0,0,0,0,0,0,0,16.4,4,159.96
,,KRS 3PC Easy Induction Pan Set,255.98,0,0,0,0,0,0,0,26.24,2,255.98
,,KRS 3PC Everyday Knife Set,129.98,0,0,0,0,0,0,0,13.32,2,129.98
,,KRS Colori Chefs Knife Red,35.98,0,0,0,0,0,0,0,3.69,2,35.98
,,"KRS Colori Santoku Knife 5 """,18.79,0,0,0,0,0,0,0,1.93,1,18.79
,,KRS Easy Frying Pan 12in,162.45,0,0,0,0,0,0,0,16.65,5,162.45
,,KRS Easy Frying Pan High 8in,150.43,0,0,0,0,0,0,0,15.42,7,150.43
,,KRS Essential Wok,195.98,0,0,0,0,0,0,0,20.09,2,195.98
,,KRS Stay Clean Scrubber Black,10.98,0,0,0,0,0,0,0,1.13,2,10.98
,,PROG Can Opener ,51.56,0,0,0,0,0,0,0,5.28,4,51.56
,,PROG Food Safety Paring Knives,30.98,0,0,0,0,0,0,0,3.18,2,30.98
,,UW BrandGear Alaska Cooler,35,0,0,0,0,0,0,0,3.59,1,35
,,UW DM Mason Jar 16oz,36,0,0,0,0,0,0,0,3.69,6,36
,,UW DM Mason Jar 8oz,22.5,0,0,0,0,0,0,0,2.31,5,22.5
,,UW Husky Grind Aura Mug,0,0,0,0,0,0,0,0,0,0,0
,,UW Husky Grind Camper Mug,0,0,0,0,0,0,0,0,0,0,0
,,UW Husky Grind Minolo Mug,60,0,0,0,0,0,0,0,6.15,4,60
,,UW Reusable Straw Set,22,0,0,0,0,0,0,0,2.25,2,22
,,UW Reusable Utensil Set,0,0,0,0,0,0,0,0,0,0,0
,Kitchen Merchandise,---,1647.75,0,0,0,0,0,-0.08,0,---,249,1647.67
,Kitchen Supply,"Best Yet Alum Foil Box 12 25 SF""",45.48,0,0,0,0,0,0,0,4.66,12,45.48
,,Best Yet Plastic Tableware 24CT,192.36,0,0,0,0,0,-0.25,0,19.69,84,192.11
,,EZ Foil Aluminum Cake Pan 3ct,17.91,0,0,0,0,0,0,0,1.84,9,17.91
,,EZ Foil Aluminum Roaster Pan 2ct,69.09,0,0,0,0,0,0,0,7.08,21,69.09
,,If You Care Parchmnt Paper 70ft,104.86,0,0,0,0,0,0,0,10.75,14,104.86
,,Mr. Coffee Filters,6,0,0,0,0,0,0,0,0.61,4,6
,,Reynolds Wrap Foil 30ft,68.77,0,0,0,0,0,0,0,7.05,23,68.77
,,Solo 10in Paper Plates 28CT,323.95,0,0,0,0,0,0,0,33.21,55,323.95
,,Solo 10oz Clear Cup 36CT,125.79,0,0,0,0,0,0,0,12.89,21,125.79
,,Solo 12oz Bowl 12CT,101.66,0,0,0,0,0,0,0,10.42,34,101.66
,,Solo 18oz Cups 20CT,124.75,0,0,0,0,0,-0.25,0,12.76,25,124.5
,,Ziploc Freezer Bag 1Gal 15CT,69.19,0,0,0,0,0,-0.25,0,7.07,11,68.94
,,Ziploc Storage Bags 25CT,129.8,0,0,0,0,0,-0.25,0,13.28,22,129.55
,Kitchen Supply,---,1379.61,0,0,0,0,0,-1,0,---,335,1378.61
,School and Office,BIC Marking Fine Tip 2CT,26.01,0,0,0,0,0,0,0,2.67,9,26.01
,,BIC Wite Out Dry Bottle ,9.56,0,0,0,0,0,0,0,0.98,4,9.56
,,Bic Cristal Pen Black 2Pk,5.56,0,0,0,0,0,0,0,0.57,4,5.56
,,Bic Cristal Pen Blue 2Pk,4.17,0,0,0,0,0,0,0,0.43,3,4.17
,,Bic Cristal Pen Red 2Pk,2.78,0,0,0,0,0,0,0,0.28,2,2.78
,,Bic Highlighter Asstd 5CT,25.83,0,0,0,0,0,0,0,2.65,7,25.83
,,Bic Markers Dry Erase Magic,63.25,0,0,0,0,0,0,0,6.48,11,63.25
,,Bic Mechanical Pencil Velocity Max 0.7mm,52.72,0,0,0,0,0,0,0,5.4,8,52.72
,,Bic Pencil Lead Refill .7mm,11.94,0,0,0,0,0,0,0,1.22,6,11.94
,,Bic Pens Gelocity Black 2pk,64.62,0,0,0,0,0,0,0,6.62,18,64.62
,,Bic Pens Gelocity Orignal Fashion 4pk,56.28,0,0,0,0,0,0,0,5.77,12,56.28
,,Bic Velocity Pencil 0.9mm 2Pk,40.59,0,0,0,0,0,0,0,4.16,11,40.59
,,Bic Wite Out Correction Tape,32.31,0,0,0,0,0,0,0,3.31,9,32.31
,,Magic Tape 300ft,25.19,0,0,0,0,0,0,0,2.58,11,25.19
,,Mead 1 Subject Notebook,38.85,0,0,0,0,0,0,0,3.98,15,38.85
,,Mead 3x5 Index Cards,57.46,0,0,0,0,0,0,0,5.89,34,57.46
,,Mead Envelopes Clasp 10x13 3CT,6.6,0,0,0,0,0,0,0,0.68,4,6.6
,,Mead Legal Pad 8.5x11.75,18.9,0,0,0,0,0,0,0,1.94,6,18.9
,,Mead Spiral Notebook 3-Subject,167.27,0,0,0,0,0,0,0,17.15,43,167.27
,,Mead Spiral Notebook 6X9,7.5,0,0,0,0,0,0,0,0.77,3,7.5
,,Norcom College Rule Notebook 70CT,206.31,0,0,0,0,0,-0.5,0,21.1,69,205.81
,,Office Depot Mailing Tape,20.23,0,0,0,0,0,0,0,2.07,7,20.23
,,Post-It Notes 4Pk,11,0,0,0,0,0,0,0,1.13,4,11
,,Post-It Notes Pastel ,24.54,0,0,0,0,0,0,0,2.52,6,24.54
,,Print Paper 8.5x11.75 500CT,6.49,0,0,0,0,0,0,0,0.67,1,6.49
,,Scantron,13.5,0,0,0,0,0,0,0,1.38,27,13.5
,,Super Glue Pen .07oz,20.64,0,0,0,0,0,0,0,2.12,16,20.64
,School and Office,---,1020.1,0,0,0,0,0,-0.5,0,---,350,1019.6
Household,---,---,12657.07,0,0,0,0,95.35,-11.44,0,---,2062,12645.63
Nonfood Misc,Nonscanning Items,Non-Scanning Merchandise,200.1,0,0,0,0,0,-1.29,197.11,20.38,36,198.81
,Promotional,Bicycle Benefits Sticker,10,0,0,0,0,0,0,0,0,2,10
,Service Items,Compostable Cup,9,0,0,0,0,0,0,0,0.91,36,9
,,King County Bag Fee,90.9,0,0,0,0,0,-0.12,0,0,1818,90.78
,Service Items,---,99.9,0,0,0,0,0,-0.12,0,---,1854,99.78
Nonfood Misc,---,---,310,0,0,0,0,0,-1.41,197.11,---,1892,308.59
Packaged,Breakfast,DM2Go Bacon and Egg Breakfast Sandwich,239.6,0,0,0,0,0,0,0,24.2,40,239.6
,,DM2Go Fresh Cut Fruit,805.92,0,0,0,0,0,0,0,81.4,138,805.92
,Breakfast,---,1045.52,0,0,0,0,0,0,0,---,178,1045.52
,Other,DM2Go Chia Pudding Strawberry,444.11,0,0,0,0,0,-1.95,0,44.66,89,442.16
,,DM2Go Fresh Crudite,477.63,0,0,0,0,0,-0.55,0,48.19,87,477.08
,,DM2Go Fresh Grapes,263.34,0,0,0,0,0,0,0,26.6,66,263.34
,,DM2Go Moto Hawaiian Fried Rice,726.96,0,0,0,0,0,0,0,73.42,104,726.96
,Other,---,1912.04,0,0,0,0,0,-2.5,0,---,346,1909.54
,Salad,DM2G0 Banh Mi Bowl,289.71,0,0,0,0,0,0,0,29.26,29,289.71
,,DM2Go Chicken Kale Caesar Salad,1798,0,0,0,0,0,-3.6,0,181.23,200,1794.4
,,DM2Go Farmers Market Salad,231.71,0,0,0,0,0,-0.8,0,23.32,29,230.91
,,DM2Go Greek Salad,126.27,0,0,0,0,0,-0.55,0,12.7,23,125.72
,Salad,---,2445.69,0,0,0,0,0,-4.95,0,---,281,2440.74
,Sandwich and Wrap,DM2Go Chicken Shawarma,975.69,0,0,0,0,0,0,0,98.54,111,975.69
,,DM2Go Ham Havarti Croissant Sandwich,1033.85,0,0,0,0,0,-2.05,0,104.21,115,1031.8
,,DM2Go Mediterranean Chickpea Sandwich,783.02,0,0,0,0,0,-2.4,0,78.84,98,780.62
,,DM2Go Peanut Butter and Jam Sandwich,319.36,0,0,0,0,0,0,0,32.26,64,319.36
,,DM2Go Turkey and Cheddar Sandwich,2876.8,0,0,0,0,0,-6.55,0,289.9,320,2870.25
,Sandwich and Wrap,---,5988.72,0,0,0,0,0,-11,0,---,708,5977.72
Packaged,---,---,11391.97,0,0,0,0,0,-18.45,0,---,1513,11373.52
Personal Care,Beauty,Alaffia Balm Miracal Melting 4oz,13.99,0,0,0,0,0,0,0,1.43,1,13.99
,,Alaffia Conditioner Everyday Haircare Coconut,49.96,0,0,0,0,0,-0.25,0,5.1,4,49.71
,,Alaffia Curl Hair Tonic ,29.78,0,0,0,0,0,0,0,3.05,2,29.78
,,Alaffia Detangler Spray Coconut,0,0,0,0,0,0,0,0,0,0,0
,,Alaffia Hair Cream Curl Activating,29.78,0,0,0,0,0,0,0,3.05,2,29.78
,,Alaffia SP Al N1 Lavender,43.96,0,0,0,0,0,0,0,4.51,4,43.96
,,Bass Bear Brush,31.18,0,0,0,0,0,0,0,3.2,2,31.18
,,Bass Brushes Vented Hair Large,28.2,0,0,0,0,0,0,0,2.89,4,28.2
,,Beauty Make-Up Remover 4oz,9.99,0,0,0,0,0,0,0,1.02,1,9.99
,,Goody Bobby Pins Black 60CT,15.92,0,0,0,0,0,0,0,1.63,8,15.92
,,Lil Drug Nail Polish Remover,42.25,0,0,0,0,0,-0.58,0,4.27,13,41.67
,,Lil Drug Store Poket Comb,7.45,0,0,0,0,0,0,0,0.76,5,7.45
,,Pantene Pro-V Hairspray,47.94,0,0,0,0,0,-0.25,0,4.89,6,47.69
,,Scunci Black Elastics 12CT,45,0,0,0,0,0,0,0,4.61,18,45
,,Scunci Vent Hair Brush,14.25,0,0,0,0,0,0,0,1.46,3,14.25
,,Tresemme Hair Spray Aerosol 11oz ,58.45,0,0,0,0,0,0,0,5.99,5,58.45
,Beauty,---,468.1,0,0,0,0,0,-1.08,0,---,78,467.02
,First Aid,Band-Aid Flex 30CT,105.23,0,0,0,0,0,0,0,10.79,17,105.23
,,Band-Aid Sheer Strips 40CT,84.42,0,0,0,0,0,-0.25,0,8.63,18,84.17
,,Band-Aid Waterproof Tape 10yd,34.32,0,0,0,0,0,0,0,3.52,8,34.32
,,Johson Gauze Roll,34.97,0,0,0,0,0,0,0,3.58,13,34.97
,,Lil Drug Rubbing Alcohol 70%,114.77,0,0,0,0,0,0,0,11.76,23,114.77
,,Lil Drug Value Hydrogen Peroxide,17.94,0,0,0,0,0,0,0,1.84,6,17.94
,,Neosporin,80.01,0,0,0,0,0,0,0,8.2,9,80.01
,First Aid,---,471.66,0,0,0,0,0,-0.25,0,---,94,471.41
,Health Other,AOSafety Ear Plug 4Pair,83.43,0,0,0,0,0,0,0,8.55,27,83.43
,,Aloe Cadabra Natural Aloe Lubricant,51.96,0,0,0,0,0,0,0,5.33,4,51.96
,,Aveeno Lotion Daily Moist 2.5,74.85,0,0,0,0,0,0,0,7.67,15,74.85
,,BIC Silky Touch 3 Shaver 3CT,13.52,0,0,0,0,0,0,0,1.39,8,13.52
,,Bic Comfort 3 Blade Men Single,30.42,0,0,0,0,0,0,0,3.12,18,30.42
,,Blistex Med Lip Ointment,21.52,0,0,0,0,0,0,0,2.21,8,21.52
,,CV 3M Tekk Ear Plugs 1CT,10.71,0,0,0,0,0,0,0,1.1,9,10.71
,,Chapstick Cherry,21.52,0,0,0,0,0,0,0,2.21,8,21.52
,,Chapstick Medicated,17.94,0,0,0,0,0,0,0,1.84,6,17.94
,,Chapstick Original,21.52,0,0,0,0,0,0,0,2.21,8,21.52
,,Chapstick Strawberry,18.32,0,0,0,0,0,0,0,1.88,8,18.32
,,Clear Blue Pregnancy Test 1CT,93.33,0,0,0,0,0,0,0,9.57,17,93.33
,,Coppertone Sport Lotion SPF50,9.38,0,0,0,0,0,0,0,0.96,2,9.38
,,Edge Sensitive Skin 7oz,38.94,1,6.49,0,0,0,0,0,3.33,5,32.45
,,Everyone Coco Lemon Lotion,29.98,0,0,0,0,0,0,0,3.07,2,29.98
,,Everyone Lavendar Aloe Lotion,44.97,0,0,0,0,0,0,0,4.61,3,44.97
,,Gillette Mach3 Razor,111.92,0,0,0,0,0,0,0,11.47,8,111.92
,,Gillette Regular Shave Foam 11oz,34.32,0,0,0,0,0,0,0,3.52,8,34.32
,,Good Sense Contact Solution,27.96,0,0,0,0,0,0,0,2.87,4,27.96
,,Icy Hot Cream 1.25oz,43.92,0,0,0,0,0,0,0,4.5,8,43.92
,,Johson Baby Oil 3oz,23.94,0,0,0,0,0,0,0,2.45,6,23.94
,,Lil Drug Clear Eyes .2oz,55.77,0,0,0,0,0,-0.25,0,5.69,13,55.52
,,Slant Tweezers,13.5,0,0,0,0,0,0,0,1.38,9,13.5
,,Toenail Clipper,25.87,0,0,0,0,0,0,0,2.65,13,25.87
,,Trim Emery Boards Reg,9.45,0,0,0,0,0,0,0,0.97,5,9.45
,,Trim Nail Clipper,15,0,0,0,0,0,0,0,1.54,12,15
,,Trojan Bareskin 3CT,61.35,0,0,0,0,0,0,0,6.29,15,61.35
,,Trojan Her Pleasure 3CT,32.72,0,0,0,0,0,0,0,3.35,8,32.72
,,Trojan Lubricated 3CT,19.45,0,0,0,0,0,0,0,1.99,5,19.45
,,Trojan Magnum 3CT,32.72,0,0,0,0,0,0,0,3.35,8,32.72
,,Trojan Non-Lubricated 3CT,11.67,0,0,0,0,0,0,0,1.2,3,11.67
,,Trojan Ultra Ribbed 3CT,3.99,0,0,0,0,0,0,0,0.41,1,3.99
,,Trojan Ultra Thin Lubri 3CT,28.63,0,0,0,0,0,0,0,2.93,7,28.63
,,Vaseline Lip Tin Rosy,59.85,0,0,0,0,0,0,0,6.13,15,59.85
,,Vaseline Petroleum Jelly 1.75oz,110.7,0,0,0,0,0,0,0,11.35,30,110.7
,,Vaseline Total Moisture 10oz,65.89,0,0,0,0,0,0,0,6.75,11,65.89
,,Visine Eye Drops .5oz,48.93,0,0,0,0,0,-0.7,0,4.94,7,48.23
,Health Other,---,1419.86,1,6.49,0,0,0,-0.95,0,---,344,1412.42
,Health Supplement,Emergen-C Super Orange,77.39,0,0,0,0,0,0,0,7.93,71,77.39
,,Emergen-C Tangerine,66.49,0,0,0,0,0,0,0,6.82,61,66.49
,,Goldthread Elderberry Defense Elixar,41.31,0,0,0,0,0,0,0,4.23,9,41.31
,,Goldthread Green Minerals Elixar,13.77,0,0,0,0,0,0,0,1.41,3,13.77
,,Goldthread Hawaiian Ginger Elixar,27.54,0,0,0,0,0,0,0,2.82,6,27.54
,,Goldthread Honey Rose Elixar,36.72,0,0,0,0,0,0,0,3.76,8,36.72
,,Halls Cherry 30CT,67.83,0,0,0,0,0,0,0,6.95,17,67.83
,,Halls Cherry 9CT,15.92,0,0,0,0,0,0,0,1.63,8,15.92
,,Halls Honey Lemon 30CT,71.82,0,0,0,0,0,0,0,7.36,18,71.82
,,Halls Honey Lemon 9CT,53.73,0,0,0,0,0,0,0,5.51,27,53.73
,,Halls Mentho-Lyptus 30CT,23.94,0,0,0,0,0,0,0,2.45,6,23.94
,,Halls Mentho-Lyptus 9CT,23.88,0,0,0,0,0,0,0,2.45,12,23.88
,,Honees Honey Lemon Cough Drop 20CT,40,0,0,0,0,0,0,0,4.1,16,40
,,Smarty Pants Adult Multi Vitamin,107.8,0,0,0,0,0,0,0,11.05,4,107.8
,Health Supplement,---,668.14,0,0,0,0,0,0,0,---,266,668.14
,Hygiene,7Gen Bath Tissue 4Pk,824.23,0,0,0,0,0,-0.25,0,84.46,127,823.98
,,7Gen Face Paper Towels 140Sht,350,0,0,0,0,0,-0.25,0,35.85,56,349.75
,,7Gen Face Tissues 300CT,870.33,0,0,0,0,0,-0.25,0,89.18,67,870.08
,,7Gen Facial Tissue 120CT,221.26,0,0,0,0,0,-0.8,0,22.6,74,220.46
,,Alaffia Conditioner Curl Act. Leave in,29.78,0,0,0,0,0,0,0,3.05,2,29.78
,,Alaffia Everyday Facial Cleanser Unscented,31.47,0,0,0,0,0,0,0,3.23,3,31.47
,,Alaffia Everyday Shea Wash Unscented,49.47,0,0,0,0,0,0,0,5.07,3,49.47
,,Alaffia Shampoo Curl Activating,14.89,0,0,0,0,0,0,0,1.53,1,14.89
,,Alaffia Soap Unscented Triple Mild,5.79,0,0,0,0,0,0,0,0.59,1,5.79
,,Always Maxi Long w/ Wings 18ct,135.84,0,0,0,0,0,0,0,13.92,16,135.84
,,Always Pantiliners Unscnt 20CT,35.8,0,0,0,0,0,0,0,3.67,20,35.8
,,Always Ultrathin 10CT,94.81,0,0,0,0,0,0,0,9.72,19,94.81
,,Aquafresh Toothpaste,193.29,0,0,0,0,0,0,0,19.81,51,193.29
,,Axe Solid Dark Tmptn Deodorant,17.98,0,0,0,0,0,0,0,1.84,2,17.98
,,Best Yet Bath Tissue 2Ply 12CT,310.59,0,0,0,0,0,-0.25,0,31.81,21,310.34
,,Best Yet Bath Tissues 1 Ply 1000CT,52.92,0,0,0,0,0,0,0,5.42,28,52.92
,,Best Yet Bath Tissues 4 PK 1000CT,285.56,0,0,0,0,0,-0.25,0,29.24,44,285.31
,,CV Toothbrush Med,77.86,0,0,0,0,0,0,0,7.98,34,77.86
,,CV Toothbrush Soft,82.5,0,0,0,0,0,0,0,8.46,33,82.5
,,Carefree Original Scented 20CT,8.36,0,0,0,0,0,0,0,0.86,4,8.36
,,Charmin Soft Mega Roll 2CT,604.89,0,0,0,0,0,-0.25,0,61.98,141,604.64
,,Crest Toothpaste Regular .85z,56.55,0,0,0,0,0,-0.25,0,5.77,39,56.3
,,Crest Toothpaste Scope Plus 7oz,298.7,0,0,0,0,0,0,0,30.62,58,298.7
,,Degree Cool Rush Deodorant,125.82,0,0,0,0,0,0,0,12.9,18,125.82
,,Dial Antimicrobial 7.5oz,179.64,0,0,0,0,0,-0.5,0,18.36,36,179.14
,,Dove Bar Soap,122.15,0,0,0,0,0,0,0,12.52,35,122.15
,,Dove Body Wash Cool Moisture,269.7,0,0,0,0,0,0,0,27.64,30,269.7
,,Dove Body Wash Deep Mstre 12oz,242.73,0,0,0,0,0,0,0,24.88,27,242.73
,,Dove Body Wash Men Deep Clean,88.99,0,0,0,0,0,0,0,9.12,11,88.99
,,Dove Daily Moisture Condition,141.8,0,0,0,0,0,0,0,14.53,20,141.8
,,Dove Daily Moisture Shampoo,217.47,0,0,0,0,0,-0.25,0,22.26,33,217.22
,,DrB Lavender Soap,36,0,0,0,0,0,0,0,3.69,8,36
,,DrB Soap Bar Almond,14.67,0,0,0,0,0,0,0,1.5,3,14.67
,,DrB Soap Bar Baby Mild Unscntd,19,0,0,0,0,0,0,0,1.95,4,19
,,DrB Soap Bar Eucaluptus,19.56,0,0,0,0,0,0,0,2,4,19.56
,,DrB Soap Bar Tea Tree,14.67,0,0,0,0,0,0,0,1.5,3,14.67
,,DrB Soap Rose,34.23,0,0,0,0,0,-0.25,0,3.48,7,33.98
,,ETherapy Body Spong Green,19.95,0,0,0,0,0,0,0,2.04,5,19.95
,,ETherapy Body Sponge Blue,19.95,0,0,0,0,0,-0.25,0,2.02,5,19.7
,,ETherapy Body Sponge Purple,27.93,0,0,0,0,0,0,0,2.86,7,27.93
,,Earth Naturals Shampoo 12oz,29.97,0,0,0,0,0,0,0,3.07,3,29.97
